date,actual_occupied,predicted_empty_probability,recommend_empty_stable
2019-02-02 14:45:00-08:00,1.0,0.6296296,False
2019-02-02 15:00:00-08:00,1.0,0.5925926,False
2019-02-02 15:15:00-08:00,0.0,0.5555556,False
2019-02-02 15:30:00-08:00,0.0,0.5925926,False
2019-02-02 15:45:00-08:00,0.0,0.4814815,False
2019-02-02 16:00:00-08:00,1.0,0.5555556,False
2019-02-02 16:15:00-08:00,1.0,0.4814815,False
2019-02-02 16:30:00-08:00,1.0,0.5925926,False
2019-02-02 16:45:00-08:00,1.0,0.6666666,False
2019-02-02 17:00:00-08:00,0.0,0.5555556,False
2019-02-02 17:15:00-08:00,0.0,0.4814815,False
2019-02-02 17:30:00-08:00,0.0,0.5555556,False
2019-02-02 17:45:00-08:00,0.0,0.5185185,False
2019-02-02 18:00:00-08:00,0.0,0.44444442,False
2019-02-02 18:15:00-08:00,0.0,0.4814815,False
2019-02-02 18:30:00-08:00,1.0,0.5185185,False
2019-02-02 18:45:00-08:00,0.0,0.4814815,False
2019-02-02 19:00:00-08:00,0.0,0.5185185,False
2019-02-02 19:15:00-08:00,0.0,0.5185185,False
2019-02-02 19:30:00-08:00,1.0,0.44444442,False
2019-02-02 19:45:00-08:00,1.0,0.4814815,False
2019-02-02 20:00:00-08:00,0.0,0.4814815,False
2019-02-02 20:15:00-08:00,0.0,0.4814815,False
2019-02-02 20:30:00-08:00,0.0,0.4074074,False
2019-02-02 20:45:00-08:00,0.0,0.44444442,False
2019-02-02 21:00:00-08:00,0.0,0.44444442,False
2019-02-02 21:15:00-08:00,0.0,0.3333333,False
2019-02-02 21:30:00-08:00,0.0,0.2962963,False
2019-02-02 21:45:00-08:00,0.0,0.3703704,False
2019-02-02 22:00:00-08:00,0.0,0.3333333,False
2019-02-02 22:15:00-08:00,0.0,0.25925928,False
2019-02-02 22:30:00-08:00,0.0,0.2962963,False
2019-02-02 22:45:00-08:00,1.0,0.3333333,False
2019-02-02 23:00:00-08:00,0.0,0.3333333,False
2019-02-02 23:15:00-08:00,0.0,0.3703704,False
2019-02-02 23:30:00-08:00,0.0,0.3703704,False
2019-02-02 23:45:00-08:00,0.0,0.4074074,False
2019-02-03 00:00:00-08:00,0.0,0.5925926,False
