date,actual_occupied,predicted_empty_probability,recommend_empty_stable
2019-02-10 17:00:00-08:00,0.0,0.7037037,False
2019-02-10 17:15:00-08:00,0.0,0.7037037,False
2019-02-10 17:30:00-08:00,0.0,0.7037037,False
2019-02-10 17:45:00-08:00,0.0,0.7037037,False
2019-02-10 18:00:00-08:00,0.0,0.7407408,False
2019-02-10 18:15:00-08:00,1.0,0.7777778,False
2019-02-10 18:30:00-08:00,0.0,0.7407408,False
2019-02-10 18:45:00-08:00,0.0,0.7407408,False
2019-02-10 19:00:00-08:00,0.0,0.5925926,False
2019-02-10 19:15:00-08:00,0.0,0.7037037,False
2019-02-10 19:30:00-08:00,0.0,0.6666666,False
2019-02-10 19:45:00-08:00,0.0,0.6666666,False
2019-02-10 20:00:00-08:00,0.0,0.6296296,False
2019-02-10 20:15:00-08:00,0.0,0.5925926,False
2019-02-10 20:30:00-08:00,0.0,0.5185185,False
2019-02-10 20:45:00-08:00,0.0,0.5185185,False
2019-02-10 21:00:00-08:00,0.0,0.5555556,False
2019-02-10 21:15:00-08:00,0.0,0.5555556,False
2019-02-10 21:30:00-08:00,0.0,0.5185185,False
2019-02-10 21:45:00-08:00,0.0,0.5185185,False
2019-02-10 22:00:00-08:00,0.0,0.5185185,False
2019-02-10 22:15:00-08:00,0.0,0.5185185,False
2019-02-10 22:30:00-08:00,0.0,0.5185185,False
2019-02-10 22:45:00-08:00,0.0,0.5185185,False
2019-02-10 23:00:00-08:00,0.0,0.44444442,False
2019-02-10 23:15:00-08:00,0.0,0.4814815,False
2019-02-10 23:30:00-08:00,0.0,0.4814815,False
2019-02-10 23:45:00-08:00,0.0,0.5555556,False
2019-02-11 00:00:00-08:00,0.0,0.7307692,False
