grid_order,selection_split,forecast_metric_scope,policy_metric_scope,seasonal_weight,lightgbm_weight,transformer_weight,nonzero_components,threshold,validation_empty_auprc,validation_occupancy_conflict_rate,validation_safe_opportunity_kwh,recommendation_coverage,recommended_intervals,safe_intervals,conflict_intervals,recommended_windows,safe_windows,conflict_windows,validation_empty_recall,validation_gross_opportunity_kwh,validation_conflict_opportunity_kwh,window_conflict_rate,minimum_window_steps,minimum_window_hours,daily_schedules,total_intervals
4006,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.3,0.7241975551466729,0.41838134430727025,1383.797169645,0.3894230769230769,1458,848,610,42,9,33,0.7808471454880295,2901.5430878152497,1517.74591817025,0.7857142857142857,4,1.0,39,3744
4007,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.325,0.7241975551466729,0.41260744985673353,1363.9264417905001,0.37286324786324787,1396,820,576,44,13,31,0.7550644567219152,2805.6665522025,1441.740110412,0.7045454545454546,4,1.0,39,3744
4008,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.35,0.7241975551466729,0.41567164179104477,1345.8659598125,0.3579059829059829,1340,783,557,42,13,29,0.7209944751381215,2730.3126155434998,1384.446655731,0.6904761904761905,4,1.0,39,3744
4009,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.375,0.7241975551466729,0.40811638591117916,1327.0753967725,0.3488247863247863,1306,773,533,42,13,29,0.7117863720073665,2651.2930604087496,1324.21766363625,0.6904761904761905,4,1.0,39,3744
4010,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.4,0.7241975551466729,0.4015810276679842,1313.28462488125,0.33787393162393164,1265,757,508,42,13,29,0.6970534069981584,2589.7277849672496,1276.443160086,0.6904761904761905,4,1.0,39,3744
4011,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.425,0.7241975551466729,0.39687756778964667,1275.93538129025,0.3250534188034188,1217,734,483,42,14,28,0.6758747697974218,2499.5709811254997,1223.63559983525,0.6666666666666666,4,1.0,39,3744
4012,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.45,0.7241975551466729,0.37860780984719866,1272.01577602775,0.31463675213675213,1178,732,446,45,16,29,0.6740331491712708,2383.2796209,1111.26384487225,0.6444444444444445,4,1.0,39,3744
4013,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.475,0.7241975551466729,0.36436170212765956,1251.68774887675,0.30128205128205127,1128,717,411,45,17,28,0.6602209944751382,2292.226106101,1040.53835722425,0.6222222222222222,4,1.0,39,3744
4014,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.5,0.7241975551466729,0.34540389972144847,1230.3445564530002,0.2876602564102564,1077,705,372,44,18,26,0.649171270718232,2204.51283173,974.168275277,0.5909090909090909,4,1.0,39,3744
4015,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.525,0.7241975551466729,0.33430232558139533,1184.41581814875,0.27564102564102566,1032,687,345,41,18,23,0.6325966850828729,2106.2899452685,921.87412711975,0.5609756097560976,4,1.0,39,3744
4016,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.55,0.7241975551466729,0.33031218529707956,1157.73527509125,0.265224358974359,993,665,328,39,18,21,0.6123388581952118,2043.07277603,885.33750093875,0.5384615384615384,4,1.0,39,3744
4017,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.575,0.7241975551466729,0.33028455284552843,1154.356386203,0.26282051282051283,984,659,325,39,18,21,0.6068139963167587,2032.4685910889998,878.112204886,0.5384615384615384,4,1.0,39,3744
4018,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.6,0.7241975551466729,0.32991803278688525,1137.401854771,0.2606837606837607,976,654,322,39,18,21,0.6022099447513812,2010.2855139047501,872.8836591337499,0.5384615384615384,4,1.0,39,3744
4019,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.625,0.7241975551466729,0.3263598326359833,1117.71964398775,0.2553418803418803,956,644,312,40,18,22,0.5930018416206262,1964.16601406575,846.4463700779999,0.55,4,1.0,39,3744
4020,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.65,0.7241975551466729,0.31803628601921025,1104.68711580275,0.250267094017094,937,639,298,40,18,22,0.5883977900552486,1909.24181745475,804.554701652,0.55,4,1.0,39,3744
4021,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.675,0.7241975551466729,0.30564784053156147,1080.61931682825,0.24118589743589744,903,627,276,42,20,22,0.5773480662983426,1823.7670848192497,743.147767991,0.5238095238095238,4,1.0,39,3744
4022,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.7,0.7241975551466729,0.28843861740166865,1041.1765523572499,0.22409188034188035,839,597,242,43,19,24,0.5497237569060773,1667.4310567179998,626.25450436075,0.5581395348837209,4,1.0,39,3744
4023,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.725,0.7241975551466729,0.2483221476510067,957.051847557,0.19898504273504272,745,560,185,41,20,21,0.5156537753222836,1402.8183916865,445.76654412949995,0.5121951219512195,4,1.0,39,3744
4024,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.75,0.7241975551466729,0.22714285714285715,926.47723116975,0.18696581196581197,700,541,159,40,20,20,0.498158379373849,1295.408863726,368.93163255624995,0.5,4,1.0,39,3744
4025,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.775,0.7241975551466729,0.22496147919876733,869.29538024225,0.1733440170940171,649,503,146,42,23,19,0.4631675874769797,1198.7625832865,329.46720304424997,0.4523809523809524,4,1.0,39,3744
4026,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.8,0.7241975551466729,0.17077464788732394,816.0048920295001,0.1517094017094017,568,471,97,41,24,17,0.43370165745856354,1035.5647878217499,219.55989579225002,0.4146341463414634,4,1.0,39,3744
4027,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.825,0.7241975551466729,0.13333333333333333,745.743701367,0.1362179487179487,510,442,68,36,25,11,0.40699815837937386,908.51426498775,162.77056362075,0.3055555555555556,4,1.0,39,3744
4028,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.85,0.7241975551466729,0.12389380530973451,659.836760782,0.12072649572649573,452,396,56,35,26,9,0.36464088397790057,788.8843257645,129.04756498249998,0.2571428571428571,4,1.0,39,3744
4029,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.875,0.7241975551466729,0.11989100817438691,514.6400424555,0.09802350427350427,367,323,44,30,22,8,0.2974217311233886,620.7682212232501,106.12817876775,0.26666666666666666,4,1.0,39,3744
4030,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.9,0.7241975551466729,0.08540925266903915,395.28634703875,0.0750534188034188,281,257,24,22,19,3,0.23664825046040516,445.77099733400007,50.484650295250006,0.13636363636363635,4,1.0,39,3744
4031,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.925,0.7241975551466729,0.09359605911330049,284.57492509674995,0.05422008547008547,203,184,19,13,11,2,0.1694290976058932,326.95299205949993,42.37806696275,0.15384615384615385,4,1.0,39,3744
4032,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.65,0.1,3,0.95,0.7241975551466729,0.10144927536231885,210.0181264295,0.03685897435897436,138,124,14,11,9,2,0.1141804788213628,233.844422558,23.8262961285,0.18181818181818182,4,1.0,39,3744
4033,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.05,0.7223550969047217,0.6386269332327423,1569.3806697865,0.7080662393162394,2651,958,1693,65,3,62,0.8821362799263351,5977.5016172625,4408.120947476,0.9538461538461539,4,1.0,39,3744
4034,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.075,0.7223550969047217,0.619959266802444,1524.80127331575,0.655715811965812,2455,933,1522,62,1,61,0.8591160220994475,5489.4521471259995,3964.6508738102502,0.9838709677419355,4,1.0,39,3744
4035,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.1,0.7223550969047217,0.6008602150537634,1521.7431812104999,0.6209935897435898,2325,928,1397,74,1,73,0.85451197053407,5195.89113006225,3674.14794885175,0.9864864864864865,4,1.0,39,3744
4036,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.125,0.7223550969047217,0.5690298507462687,1517.330125655,0.5726495726495726,2144,924,1220,62,2,60,0.850828729281768,4730.9884221595,3213.6582965045,0.967741935483871,4,1.0,39,3744
4037,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.15,0.7223550969047217,0.5512122711528946,1484.92765896225,0.5397970085470085,2021,907,1114,58,1,57,0.8351749539594844,4386.63518280075,2901.7075238385,0.9827586206896551,4,1.0,39,3744
4038,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.175,0.7223550969047217,0.5111231687466088,1465.8062955425,0.49225427350427353,1843,901,942,53,2,51,0.8296500920810314,3884.81227332475,2419.00597778225,0.9622641509433962,4,1.0,39,3744
4039,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.2,0.7223550969047217,0.4717647058823529,1455.46173437975,0.45405982905982906,1700,898,802,47,2,45,0.8268876611418048,3502.6192442007505,2047.1575098209998,0.9574468085106383,4,1.0,39,3744
4040,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.225,0.7223550969047217,0.4570552147239264,1442.27205954325,0.43536324786324787,1630,885,745,44,4,40,0.8149171270718232,3346.7563897450004,1904.48433020175,0.9090909090909091,4,1.0,39,3744
4041,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.25,0.7223550969047217,0.44627054361567636,1421.60950536325,0.42254273504273504,1582,876,706,43,6,37,0.8066298342541437,3240.6819244977496,1819.0724191344998,0.8604651162790697,4,1.0,39,3744
4042,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.275,0.7223550969047217,0.4326986211424819,1411.315945421,0.40678418803418803,1523,864,659,44,8,36,0.7955801104972375,3097.5281614,1686.2122159790001,0.8181818181818182,4,1.0,39,3744
4043,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.3,0.7223550969047217,0.42203742203742206,1379.481760289,0.3854166666666667,1443,834,609,45,12,33,0.7679558011049724,2897.5707912045,1518.0890309154997,0.7333333333333333,4,1.0,39,3744
4044,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.325,0.7223550969047217,0.4208211143695015,1355.6472702700003,0.3643162393162393,1364,790,574,42,13,29,0.7274401473296501,2788.20464822425,1432.5573779542501,0.6904761904761905,4,1.0,39,3744
4045,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.35,0.7223550969047217,0.40998487140695916,1339.395630864,0.3530982905982906,1322,780,542,42,13,29,0.7182320441988951,2688.6353552767496,1349.23972441275,0.6904761904761905,4,1.0,39,3744
4046,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.375,0.7223550969047217,0.4046692607003891,1321.7262608082501,0.34321581196581197,1285,765,520,42,13,29,0.7044198895027625,2610.4609614132496,1288.734700605,0.6904761904761905,4,1.0,39,3744
4047,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.4,0.7223550969047217,0.4006334125098971,1314.10838114675,0.3373397435897436,1263,757,506,43,15,28,0.6970534069981584,2589.0420646254997,1274.93368347875,0.6511627906976745,4,1.0,39,3744
4048,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.425,0.7223550969047217,0.39672131147540984,1286.4320081277501,0.32585470085470086,1220,736,484,43,15,28,0.6777163904235728,2525.98489764825,1239.5528895205,0.6511627906976745,4,1.0,39,3744
4049,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.45,0.7223550969047217,0.38144329896907214,1258.46351078075,0.3108974358974359,1164,720,444,44,17,27,0.6629834254143646,2374.84525819375,1116.381747413,0.6136363636363636,4,1.0,39,3744
4050,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.475,0.7223550969047217,0.3600713012477718,1253.4373917340001,0.29967948717948717,1122,718,404,43,17,26,0.6611418047882136,2284.4468587805,1031.0094670464998,0.6046511627906976,4,1.0,39,3744
4051,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.5,0.7223550969047217,0.34349030470914127,1240.3332210995002,0.28926282051282054,1083,711,372,44,19,25,0.6546961325966851,2219.75627596325,979.4230548637499,0.5681818181818182,4,1.0,39,3744
4052,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.525,0.7223550969047217,0.3333333333333333,1178.3911514820002,0.27403846153846156,1026,684,342,41,18,23,0.6298342541436464,2099.2652786020003,920.8741271200001,0.5609756097560976,4,1.0,39,3744
4053,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.55,0.7223550969047217,0.3353353353353353,1158.163052869,0.2668269230769231,999,664,335,40,18,22,0.6114180478821363,2055.7701206932497,897.60706782425,0.55,4,1.0,39,3744
4054,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.575,0.7223550969047217,0.3302752293577982,1147.2091881034999,0.2620192307692308,981,657,324,39,18,21,0.6049723756906077,2024.9513929894997,877.7422048859999,0.5384615384615384,4,1.0,39,3744
4055,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.6,0.7223550969047217,0.3295803480040942,1142.244854771,0.2609508547008547,977,655,322,39,18,21,0.6031307550644567,2017.9198374347502,875.6749826637499,0.5384615384615384,4,1.0,39,3744
4056,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.625,0.7223550969047217,0.32460732984293195,1123.42095809025,0.2550747863247863,955,645,310,39,18,21,0.5939226519337016,1965.7269333567497,842.3059752665,0.5384615384615384,4,1.0,39,3744
4057,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.65,0.7223550969047217,0.3194888178913738,1111.11748586775,0.25080128205128205,939,639,300,40,18,22,0.5883977900552486,1922.1971743622498,811.0796884945,0.55,4,1.0,39,3744
4058,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.675,0.7223550969047217,0.3054945054945055,1100.55093524725,0.24305555555555555,910,632,278,41,19,22,0.58195211786372,1847.8426199064997,747.29168465925,0.5365853658536586,4,1.0,39,3744
4059,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.7,0.7223550969047217,0.2979214780600462,1067.73408473975,0.23130341880341881,866,608,258,45,20,25,0.5598526703499079,1757.0987228452498,689.3646381055,0.5555555555555556,4,1.0,39,3744
4060,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.725,0.7223550969047217,0.2682619647355164,1013.1317103619999,0.21207264957264957,794,581,213,46,21,25,0.5349907918968693,1549.38474821625,536.25303785425,0.5434782608695652,4,1.0,39,3744
4061,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.75,0.7223550969047217,0.23949579831932774,930.1554082529999,0.1907051282051282,714,543,171,42,21,21,0.5,1327.86453187825,397.70912362524996,0.5,4,1.0,39,3744
4062,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.775,0.7223550969047217,0.23404255319148937,869.50788024225,0.17574786324786323,658,504,154,42,22,20,0.46408839779005523,1224.53165461025,355.023774368,0.47619047619047616,4,1.0,39,3744
4063,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.8,0.7223550969047217,0.19630872483221476,842.3358011004999,0.15918803418803418,596,479,117,40,22,18,0.44106813996316757,1104.00094088225,261.66513978175,0.45,4,1.0,39,3744
4064,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.825,0.7223550969047217,0.14065510597302505,757.2394614412499,0.13862179487179488,519,446,73,38,26,12,0.4106813996316759,927.80700770075,170.5675462595,0.3157894736842105,4,1.0,39,3744
4065,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.85,0.7223550969047217,0.125,689.7404676922499,0.12606837606837606,472,413,59,35,25,10,0.38029465930018413,823.9163660087501,134.17589831650002,0.2857142857142857,4,1.0,39,3744
4066,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.875,0.7223550969047217,0.1192214111922141,587.81741933375,0.10977564102564102,411,362,49,33,25,8,0.3333333333333333,699.927517607,112.11009827325,0.24242424242424243,4,1.0,39,3744
4067,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.9,0.7223550969047217,0.11869436201780416,462.432781486,0.09001068376068376,337,297,40,29,22,7,0.27348066298342544,554.3627694642499,91.92998797825001,0.2413793103448276,4,1.0,39,3744
4068,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.925,0.7223550969047217,0.07661290322580645,344.59048521349996,0.06623931623931624,248,229,19,20,18,2,0.21086556169429096,386.96855217625,42.37806696275,0.1,4,1.0,39,3744
4069,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.7,0.05,3,0.95,0.7223550969047217,0.09615384615384616,234.19592945875,0.041666666666666664,156,141,15,12,10,2,0.1298342541436464,264.49389225475,30.297962796,0.16666666666666666,4,1.0,39,3744
4070,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.05,0.7197847328970386,0.6371613887829073,1563.18527504875,0.7000534188034188,2621,951,1670,64,3,61,0.8756906077348067,5927.683566487251,4364.4982914385,0.953125,4,1.0,39,3744
4071,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.075,0.7197847328970386,0.6196319018404908,1521.8431812105,0.6530448717948718,2445,930,1515,63,1,62,0.856353591160221,5468.56529033925,3946.72210912875,0.9841269841269841,4,1.0,39,3744
4072,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.1,0.7197847328970386,0.5986984815618221,1517.616236766,0.6156517094017094,2305,925,1380,72,1,71,0.8517495395948435,5180.900396721499,3663.2841599555,0.9861111111111112,4,1.0,39,3744
4073,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.125,0.7197847328970386,0.5676814988290398,1512.5095701,0.5702457264957265,2135,923,1212,62,2,60,0.8499079189686924,4696.968691557,3184.459121457,0.967741935483871,4,1.0,39,3744
4074,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.15,0.7197847328970386,0.5417721518987342,1473.5353314905,0.5275106837606838,1975,905,1070,61,3,58,0.8333333333333334,4302.5179501205,2828.9826186299997,0.9508196721311475,4,1.0,39,3744
4075,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.175,0.7197847328970386,0.5030369961347322,1465.35037448975,0.48370726495726496,1811,900,911,54,2,52,0.8287292817679558,3848.1172499670006,2382.76687547725,0.9629629629629629,4,1.0,39,3744
4076,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.2,0.7197847328970386,0.4657534246575342,1455.025192713,0.4484508547008547,1679,897,782,47,4,43,0.8259668508287292,3480.70201174075,2025.6768190277498,0.9148936170212766,4,1.0,39,3744
4077,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.225,0.7197847328970386,0.45555555555555555,1443.16100659,0.4326923076923077,1620,882,738,46,5,41,0.8121546961325967,3350.48879439475,1907.3277878047497,0.8913043478260869,4,1.0,39,3744
4078,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.25,0.7197847328970386,0.4464968152866242,1421.1011720299998,0.41933760683760685,1570,869,701,43,7,36,0.8001841620626151,3227.7376702254996,1806.6364981955,0.8372093023255814,4,1.0,39,3744
4079,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.275,0.7197847328970386,0.43837441705529645,1408.9803898657499,0.4009081196581197,1501,843,658,44,8,36,0.7762430939226519,3087.6576190019996,1678.67722913625,0.8181818181818182,4,1.0,39,3744
4080,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.3,0.7197847328970386,0.42334739803094235,1377.2624474235,0.3798076923076923,1422,820,602,45,11,34,0.7550644567219152,2896.6570277902497,1519.39458036675,0.7555555555555555,4,1.0,39,3744
4081,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.325,0.7197847328970386,0.41968911917098445,1350.793717639,0.3608440170940171,1351,784,567,42,13,29,0.7219152854511971,2779.3174508985,1428.5237332595,0.6904761904761905,4,1.0,39,3744
4082,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.35,0.7197847328970386,0.4098859315589354,1339.559196654,0.35122863247863245,1315,776,539,42,13,29,0.714548802946593,2685.5644567809995,1346.005260127,0.6904761904761905,4,1.0,39,3744
4083,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.375,0.7197847328970386,0.40375586854460094,1321.066538586,0.34134615384615385,1278,762,516,43,13,30,0.7016574585635359,2606.1340963337498,1285.06755774775,0.6976744186046512,4,1.0,39,3744
4084,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.4,0.7197847328970386,0.3977635782747604,1310.39204781425,0.3344017094017094,1252,754,498,44,17,27,0.6942909760589319,2580.925862872,1270.53381505775,0.6136363636363636,4,1.0,39,3744
4085,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.425,0.7197847328970386,0.3944124897288414,1293.42964701775,0.3250534188034188,1217,737,480,45,16,29,0.6786372007366482,2530.59531679625,1237.1656697785002,0.6444444444444445,4,1.0,39,3744
4086,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.45,0.7197847328970386,0.3767361111111111,1253.4373917340001,0.3076923076923077,1152,718,434,43,17,26,0.6611418047882136,2386.9146719722503,1133.47728023825,0.6046511627906976,4,1.0,39,3744
4087,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.475,0.7197847328970386,0.3600713012477718,1253.4373917340001,0.29967948717948717,1122,718,404,44,17,27,0.6611418047882136,2296.52089151975,1043.08349978575,0.6136363636363636,4,1.0,39,3744
4088,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.5,0.7197847328970386,0.33677298311444653,1236.1100105720002,0.2847222222222222,1066,707,359,41,18,23,0.651012891344383,2199.225996106,963.115985534,0.5609756097560976,4,1.0,39,3744
4089,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.525,0.7197847328970386,0.33692458374143,1191.63993977575,0.27270299145299143,1021,677,344,41,18,23,0.6233885819521179,2124.024870075,932.3849302992501,0.5609756097560976,4,1.0,39,3744
4090,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.55,0.7197847328970386,0.33433734939759036,1159.3966464369998,0.266025641025641,996,663,333,40,18,22,0.6104972375690608,2056.2837142612498,896.8870678242499,0.55,4,1.0,39,3744
4091,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.575,0.7197847328970386,0.33095723014256617,1147.2091881034999,0.2622863247863248,982,657,325,39,18,21,0.6049723756906077,2031.5141890422499,884.30500093875,0.5384615384615384,4,1.0,39,3744
4092,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.6,0.7197847328970386,0.3295803480040942,1142.244854771,0.2609508547008547,977,655,322,39,18,21,0.6031307550644567,2019.34122632375,877.0963715527499,0.5384615384615384,4,1.0,39,3744
4093,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.625,0.7197847328970386,0.321875,1127.941085541,0.2564102564102564,960,651,309,39,18,21,0.5994475138121547,1966.7126679517496,838.7715824107499,0.5384615384615384,4,1.0,39,3744
4094,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.65,0.7197847328970386,0.32275132275132273,1111.16748586775,0.25240384615384615,945,640,305,39,18,21,0.5893186003683242,1939.9202349452498,828.7527490775,0.5384615384615384,4,1.0,39,3744
4095,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.25,0.75,0.0,2,0.675,0.7197847328970386,0.31351351351351353,1107.08130531225,0.24706196581196582,925,635,290,42,19,23,0.5847145488029466,1899.29732714225,792.21602183,0.5476190476190477,4,1.0,39,3744
