grid_order,selection_split,forecast_metric_scope,policy_metric_scope,seasonal_weight,lightgbm_weight,transformer_weight,nonzero_components,threshold,validation_empty_auprc,validation_occupancy_conflict_rate,validation_safe_opportunity_kwh,recommendation_coverage,recommended_intervals,safe_intervals,conflict_intervals,recommended_windows,safe_windows,conflict_windows,validation_empty_recall,validation_gross_opportunity_kwh,validation_conflict_opportunity_kwh,window_conflict_rate,minimum_window_steps,minimum_window_hours,daily_schedules,total_intervals
1953,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.55,0.35,3,0.775,0.7269856336085514,0.19476268412438624,802.5443351450001,0.16319444444444445,611,492,119,34,20,14,0.4530386740331492,1086.0690443857502,283.52470924075,0.4117647058823529,4,1.0,39,3744
1954,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.55,0.35,3,0.8,0.7269856336085514,0.16603053435114504,666.5830250465,0.13995726495726496,524,437,87,30,20,10,0.40239410681399634,860.0056717934999,193.422646747,0.3333333333333333,4,1.0,39,3744
1955,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.55,0.35,3,0.825,0.7269856336085514,0.1483375959079284,477.46946355,0.10443376068376069,391,333,58,21,15,6,0.30662983425414364,611.2385793589999,133.76911580900003,0.2857142857142857,4,1.0,39,3744
1956,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.55,0.35,3,0.85,0.7269856336085514,0.10273972602739725,388.3876614195,0.07799145299145299,292,262,30,16,12,4,0.24125230202578268,462.56806641475004,74.18040499525,0.25,4,1.0,39,3744
1957,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.55,0.35,3,0.875,0.7269856336085514,0.0984251968503937,354.57011245749993,0.06784188034188034,254,229,25,13,9,4,0.21086556169429096,414.21073497699996,59.640622519500006,0.3076923076923077,4,1.0,39,3744
1958,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.55,0.35,3,0.9,0.7269856336085514,0.09004739336492891,290.00705735274994,0.05635683760683761,211,192,19,13,11,2,0.17679558011049723,333.99487431549994,43.98781696275,0.15384615384615385,4,1.0,39,3744
1959,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.55,0.35,3,0.925,0.7269856336085514,0.09803921568627451,218.64432268775,0.040865384615384616,153,138,15,12,10,2,0.1270718232044199,250.320868818,31.676546130250003,0.16666666666666666,4,1.0,39,3744
1960,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.55,0.35,3,0.95,0.7269856336085514,0.0,19.308827829499997,0.009615384615384616,36,36,0,4,4,0,0.03314917127071823,19.308827829499997,0.0,0.0,4,1.0,39,3744
1961,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.05,0.728064657753583,0.6379118844872269,1594.13686137325,0.7214209401709402,2701,978,1723,65,3,62,0.9005524861878453,6082.753763302751,4488.6169019295,0.9538461538461539,4,1.0,39,3744
1962,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.075,0.728064657753583,0.6210443037974683,1556.3244471555,0.6752136752136753,2528,958,1570,65,3,62,0.8821362799263351,5650.81675998575,4094.49231283025,0.9538461538461539,4,1.0,39,3744
1963,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.1,0.728064657753583,0.5996607294317218,1542.96139163125,0.6298076923076923,2358,944,1414,68,1,67,0.8692449355432781,5246.412473356249,3703.451081725,0.9852941176470589,4,1.0,39,3744
1964,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.125,0.728064657753583,0.5693228926761861,1532.49072463825,0.5798611111111112,2171,935,1236,58,1,57,0.8609576427255985,4780.012209915,3247.52148527675,0.9827586206896551,4,1.0,39,3744
1965,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.15,0.728064657753583,0.5455889600788566,1517.57220628625,0.5419337606837606,2029,922,1107,54,1,53,0.848987108655617,4349.3944074955,2831.82220120925,0.9814814814814815,4,1.0,39,3744
1966,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.175,0.728064657753583,0.513255567338282,1515.31595628625,0.5037393162393162,1886,918,968,49,1,48,0.8453038674033149,3933.9464127510005,2418.63045646475,0.9795918367346939,4,1.0,39,3744
1967,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.2,0.728064657753583,0.49181253529079616,1482.2407485662502,0.47302350427350426,1771,900,871,44,0,44,0.8287292817679558,3649.6641492794997,2167.42340071325,1.0,4,1.0,39,3744
1968,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.225,0.728064657753583,0.47411764705882353,1458.20721646625,0.45405982905982906,1700,894,806,46,1,45,0.8232044198895028,3474.1988019012506,2015.9915854350002,0.9782608695652174,4,1.0,39,3744
1969,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.25,0.728064657753583,0.45274861025324276,1441.8361311805002,0.4324252136752137,1619,886,733,41,1,40,0.8158379373848987,3268.001475864,1826.1653446834998,0.975609756097561,4,1.0,39,3744
1970,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.275,0.728064657753583,0.43215434083601284,1433.135436737,0.4153311965811966,1555,883,672,42,2,40,0.8130755064456722,3116.16732464675,1683.03188790975,0.9523809523809523,4,1.0,39,3744
1971,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.3,0.728064657753583,0.410857908847185,1422.5419563435,0.39850427350427353,1492,879,613,40,4,36,0.8093922651933702,2936.4299365360002,1513.8879801925,0.9,4,1.0,39,3744
1972,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.325,0.728064657753583,0.40096618357487923,1408.01102144425,0.3870192307692308,1449,868,581,40,6,34,0.7992633517495396,2850.5368548015003,1442.5258333572501,0.85,4,1.0,39,3744
1973,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.35,0.728064657753583,0.4029957203994294,1392.0736551730001,0.37446581196581197,1402,837,565,42,10,32,0.7707182320441989,2794.6910363074994,1402.6173811345002,0.7619047619047619,4,1.0,39,3744
1974,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.375,0.728064657753583,0.40425531914893614,1344.187285626,0.3640491452991453,1363,812,551,42,12,30,0.7476979742173112,2698.69817706775,1354.5108914417501,0.7142857142857143,4,1.0,39,3744
1975,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.4,0.728064657753583,0.3983115886415963,1335.93763650375,0.34802350427350426,1303,784,519,43,13,30,0.7219152854511971,2594.5203049459997,1258.5826684422498,0.6976744186046512,4,1.0,39,3744
1976,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.425,0.728064657753583,0.3886255924170616,1327.54970232925,0.33814102564102566,1266,774,492,42,14,28,0.712707182320442,2498.7068004132498,1171.1570980840002,0.6666666666666666,4,1.0,39,3744
1977,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.45,0.728064657753583,0.37808896210873144,1304.8255931355002,0.32425213675213677,1214,755,459,43,15,28,0.6952117863720073,2412.9496303037504,1108.12403716825,0.6511627906976745,4,1.0,39,3744
1978,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.475,0.728064657753583,0.3660637381567614,1263.0711092537501,0.31009615384615385,1161,736,425,44,16,28,0.6777163904235728,2301.87744085875,1038.806331605,0.6363636363636364,4,1.0,39,3744
1979,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.5,0.728064657753583,0.3648528099910794,1208.04915169175,0.29941239316239315,1121,712,409,43,17,26,0.6556169429097606,2213.135736589,1005.0865848972501,0.6046511627906976,4,1.0,39,3744
1980,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.525,0.728064657753583,0.3608815426997245,1184.3375443405,0.29086538461538464,1089,696,393,42,16,26,0.6408839779005525,2153.87959129275,969.54204695225,0.6190476190476191,4,1.0,39,3744
1981,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.55,0.728064657753583,0.344106463878327,1172.21058600625,0.280982905982906,1052,690,362,41,17,24,0.6353591160220995,2081.5874658495,909.37687984325,0.5853658536585366,4,1.0,39,3744
1982,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.575,0.728064657753583,0.3300589390962672,1154.33152718275,0.2719017094017094,1018,682,336,40,18,22,0.6279926335174953,2027.080718225,872.74919104225,0.55,4,1.0,39,3744
1983,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.6,0.728064657753583,0.32621951219512196,1129.7607351795,0.26282051282051283,984,663,321,42,18,24,0.6104972375690608,1974.8281829629996,845.0674477835,0.5714285714285714,4,1.0,39,3744
1984,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.625,0.728064657753583,0.32142857142857145,1099.42877831025,0.25427350427350426,952,646,306,41,18,23,0.5948434622467772,1910.291156837,810.86237852675,0.5609756097560976,4,1.0,39,3744
1985,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.65,0.728064657753583,0.3074398249452954,1066.6191865685,0.24412393162393162,914,633,281,39,18,21,0.5828729281767956,1803.216359725,736.5971731565,0.5384615384615384,4,1.0,39,3744
1986,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.675,0.728064657753583,0.3026166097838453,1001.9632715710001,0.23477564102564102,879,613,266,39,18,21,0.5644567219152854,1690.92690045175,688.96362888075,0.5384615384615384,4,1.0,39,3744
1987,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.7,0.728064657753583,0.2817073170731707,968.0273895505,0.21901709401709402,820,589,231,41,18,23,0.5423572744014733,1543.375309995,575.3479204445,0.5609756097560976,4,1.0,39,3744
1988,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.725,0.728064657753583,0.24766977363515313,932.0320309475,0.20058760683760685,751,565,186,40,22,18,0.5202578268876611,1404.9590593895,472.92702844200005,0.45,4,1.0,39,3744
1989,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.75,0.728064657753583,0.22270742358078602,894.877307964,0.18349358974358973,687,534,153,38,21,17,0.49171270718232046,1250.0338798244998,355.15657186050004,0.4473684210526316,4,1.0,39,3744
1990,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.775,0.728064657753583,0.19329073482428116,836.21253449825,0.1672008547008547,626,505,121,34,20,14,0.46500920810313073,1125.4441632445,289.23162874625,0.4117647058823529,4,1.0,39,3744
1991,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.8,0.728064657753583,0.17989417989417988,726.39695665375,0.15144230769230768,567,465,102,33,21,12,0.4281767955801105,963.7929209595,237.39596430575,0.36363636363636365,4,1.0,39,3744
1992,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.825,0.728064657753583,0.14775160599571735,622.702321614,0.12473290598290598,467,398,69,30,20,10,0.3664825046040516,767.0743517815,144.37203016750001,0.3333333333333333,4,1.0,39,3744
1993,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.85,0.728064657753583,0.10256410256410256,392.85732645099995,0.08333333333333333,312,280,32,19,15,4,0.2578268876611418,475.09481477875,82.23748832775,0.21052631578947367,4,1.0,39,3744
1994,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.875,0.728064657753583,0.0946969696969697,370.41117475925,0.07051282051282051,264,239,25,14,10,4,0.22007366482504603,430.05179727875,59.640622519500006,0.2857142857142857,4,1.0,39,3744
1995,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.9,0.728064657753583,0.09174311926605505,300.49180735375,0.05822649572649573,218,198,20,13,11,2,0.18232044198895028,345.8961243165,45.40431696275,0.15384615384615385,4,1.0,39,3744
1996,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.925,0.728064657753583,0.09659090909090909,244.81982314275,0.04700854700854701,176,159,17,13,11,2,0.1464088397790055,283.0923276055,38.27250446275,0.15384615384615385,4,1.0,39,3744
1997,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.6,0.3,3,0.95,0.728064657753583,0.0,36.5811968115,0.012553418803418804,47,47,0,5,5,0,0.0432780847145488,36.5811968115,0.0,0.0,4,1.0,39,3744
1998,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.65,0.25,3,0.05,0.7286055364077593,0.6365327380952381,1589.83297248325,0.717948717948718,2688,977,1711,65,3,62,0.8996316758747698,6030.41220171325,4440.57922923,0.9538461538461539,4,1.0,39,3744
1999,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.65,0.25,3,0.075,0.7286055364077593,0.6193317422434368,1551.7047596554999,0.6714743589743589,2514,957,1557,65,3,62,0.8812154696132597,5605.897574273749,4054.19281461825,0.9538461538461539,4,1.0,39,3744
2000,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.65,0.25,3,0.1,0.7286055364077593,0.5999151463725074,1538.7277151612502,0.6295405982905983,2357,943,1414,67,1,66,0.8683241252302025,5240.852336229751,3702.1246210685003,0.9850746268656716,4,1.0,39,3744
2001,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.65,0.25,3,0.125,0.7286055364077593,0.5706371191135734,1526.2093549792498,0.5785256410256411,2166,930,1236,60,1,59,0.856353591160221,4773.528776725,3247.31942174575,0.9833333333333333,4,1.0,39,3744
2002,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.65,0.25,3,0.15,0.7286055364077593,0.5447798119742702,1517.52220628625,0.5397970085470085,2021,920,1101,53,1,52,0.8471454880294659,4324.565072989501,2807.0428667032497,0.9811320754716981,4,1.0,39,3744
2003,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.65,0.25,3,0.175,0.7286055364077593,0.5117395944503735,1508.74576184175,0.500534188034188,1874,915,959,51,1,50,0.8425414364640884,3902.6243759215004,2393.87861407975,0.9803921568627451,4,1.0,39,3744
2004,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.65,0.25,3,0.2,0.7286055364077593,0.4836676217765043,1465.2120241584998,0.46607905982905984,1745,901,844,46,2,44,0.8296500920810314,3584.23342266025,2119.02139850175,0.9565217391304348,4,1.0,39,3744
2005,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.65,0.25,3,0.225,0.7286055364077593,0.4686192468619247,1445.8134886367502,0.4468482905982906,1673,889,784,45,1,44,0.8186003683241252,3406.81590617375,1961.0024175369997,0.9777777777777777,4,1.0,39,3744
2006,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.65,0.25,3,0.25,0.7286055364077593,0.450186799501868,1433.135436737,0.42895299145299143,1606,883,723,41,1,40,0.8130755064456722,3246.8848337315003,1813.7493969944999,0.975609756097561,4,1.0,39,3744
2007,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.65,0.25,3,0.275,0.7286055364077593,0.42810880829015546,1433.135436737,0.41239316239316237,1544,883,661,42,3,39,0.8130755064456722,3093.9955142265,1660.8600774894999,0.9285714285714286,4,1.0,39,3744
2008,validation_only,all_overlapping_rolling_forecasts,non_overlapping_midnight_96_step_horizons,0.1,0.65,0.25,3,0.3,0.7286055364077593,0.4070317782285328,1421.6803386964998,0.39503205128205127,1479,877,602,40,6,34,0.8075506445672191,2913.9064803505003,1492.226141654,0.85,4,1.0,39,3744
